2024-02-04 21:08:43,145:46631149
2024-02-04 21:08:44,155:36823649
2024-02-04 21:08:45,156:34783418
2024-02-04 21:08:46,159:30960249
2024-02-04 21:08:47,170:96381842
2024-02-04 21:08:48,183:54726985
2024-02-04 21:08:49,184:49674893
2024-02-04 21:08:50,199:38018156
2024-02-04 21:08:51,212:10521988
2024-02-04 21:08:52,214:25717080
2024-02-04 21:08:53,220:25704787
2024-02-04 21:08:54,223:16988904
2024-02-04 21:08:55,225:76857628
2024-02-04 21:08:56,240:25811556
2024-02-04 21:08:57,242:15990721
2024-02-04 21:08:58,256:14299749
2024-02-04 21:08:59,271:14713601
2024-02-04 21:09:00,286:50608715
2024-02-04 21:09:01,290:42742889
2024-02-04 21:09:02,291:51711114
2024-02-04 21:09:03,295:35312807
2024-02-04 21:09:04,309:47220285
2024-02-04 21:09:05,312:56208041
2024-02-04 21:09:06,324:16479574
2024-02-04 21:09:07,339:94058607
2024-02-04 21:09:08,342:94018827
2024-02-04 21:09:09,356:34568534
2024-02-04 21:09:10,368:14282972
2024-02-04 21:09:11,383:54690479
2024-02-04 21:09:12,398:79160955
2024-02-04 21:09:13,414:24632551
2024-02-04 21:09:14,428:23210622
2024-02-04 21:09:15,429:41317336
2024-02-04 21:09:16,443:77169795
2024-02-04 21:09:17,459:72441093
2024-02-04 21:09:18,475:26199232
2024-02-04 21:09:19,478:79020364
2024-02-04 21:09:20,492:47545615
2024-02-04 21:09:21,507:12807707
2024-02-04 21:09:22,522:80162586
2024-02-04 21:09:23,522:49696353
2024-02-04 21:09:24,527:30299189
2024-02-04 21:09:25,529:56387025
2024-02-04 21:09:26,533:97944510
2024-02-04 21:09:27,545:35251214
2024-02-04 21:09:28,559:44898953
2024-02-04 21:09:29,574:56803099
2024-02-04 21:09:30,577:99097560
2024-02-04 21:09:31,578:88100938
2024-02-04 21:09:32,594:68056999
2024-02-04 21:09:33,604:58483623
2024-02-04 21:09:34,617:64360869
2024-02-04 21:09:35,621:91895341
2024-02-04 21:09:36,625:83648013
2024-02-04 21:09:37,638:78884192
2024-02-04 21:09:38,653:87484717
2024-02-04 21:09:39,656:93433355
2024-02-04 21:09:40,659:51950906
2024-02-04 21:09:41,662:36606726
2024-02-04 21:09:42,663:36510427
2024-02-04 21:09:43,673:30397130
2024-02-04 21:09:44,688:10161947
2024-02-04 21:09:45,703:74709001
2024-02-04 21:09:46,716:67226403
2024-02-04 21:09:47,719:28593951
2024-02-04 21:09:48,720:42153475
2024-02-04 21:09:49,721:85959667
2024-02-04 21:09:50,735:26655353
2024-02-04 21:09:51,744:56655544
2024-02-04 21:09:52,744:64028552
2024-02-04 21:09:53,757:20374263
2024-02-04 21:09:54,759:14202802
2024-02-04 21:09:55,761:21139767
2024-02-04 21:09:56,775:33586195
2024-02-04 21:09:57,783:23822372
2024-02-04 21:09:58,787:86784232
2024-02-04 21:09:59,788:26783089
2024-02-04 21:10:00,792:41765024
2024-02-04 21:10:01,794:89323638
2024-02-04 21:10:02,798:38262267
2024-02-04 21:10:03,811:11720246
2024-02-04 21:10:04,826:79791189
2024-02-04 21:10:05,842:53050916
2024-02-04 21:10:06,846:66858556
2024-02-04 21:10:07,860:94567817
2024-02-04 21:10:08,876:92019399
2024-02-04 21:10:09,888:80413182
2024-02-04 21:10:10,890:34407045
2024-02-04 21:10:11,904:18203529
2024-02-04 21:10:12,916:70678833
2024-02-04 21:10:13,934:53509547
2024-02-04 21:10:14,948:21798085
2024-02-04 21:10:15,963:48945319
2024-02-04 21:10:16,965:58959976
2024-02-04 21:10:17,978:16544037
2024-02-04 21:10:18,991:22878015
2024-02-04 21:10:20,005:40159734
2024-02-04 21:10:21,018:10499105
2024-02-04 21:10:22,018:81899090
2024-02-04 21:10:23,034:85154973
2024-02-04 21:10:24,048:31553671
2024-02-04 21:10:25,062:58541195
2024-02-04 21:10:26,065:94284656
2024-02-04 21:10:27,078:91422555
2024-02-04 21:10:28,092:65383234
2024-02-04 21:10:29,092:43432701
2024-02-04 21:10:30,107:18323907
2024-02-04 21:10:31,121:16904022
2024-02-04 21:10:32,136:34459453
2024-02-04 21:10:33,150:23942693
2024-02-04 21:10:34,155:54662932
2024-02-04 21:10:35,160:58936421
2024-02-04 21:10:36,161:15258277
2024-02-04 21:10:37,162:65798721
2024-02-04 21:10:38,173:82981762
2024-02-04 21:10:39,188:73319111
2024-02-04 21:10:40,200:87234368
2024-02-04 21:10:41,215:42056219
2024-02-04 21:10:42,230:67610675
2024-02-04 21:10:43,243:10336490
2024-02-04 21:10:44,244:94029445
2024-02-04 21:10:45,259:24918921
2024-02-04 21:10:46,273:47029868
2024-02-04 21:10:47,286:76241977
2024-02-04 21:10:48,289:23552543
2024-02-04 21:10:49,304:72384475
2024-02-04 21:10:50,305:18532912
2024-02-04 21:10:51,307:76882907
2024-02-04 21:10:52,320:21530177
2024-02-04 21:10:53,322:73804212
2024-02-04 21:10:54,323:88520199
2024-02-04 21:10:55,325:16573721
2024-02-04 21:10:56,328:38311333
2024-02-04 21:10:57,330:10814716
2024-02-04 21:10:58,335:61225457
2024-02-04 21:10:59,337:23408338
2024-02-04 21:11:00,339:61998270
2024-02-04 21:11:01,341:84834493
2024-02-04 21:11:02,342:44935399
2024-02-04 21:11:03,357:12847249
2024-02-04 21:11:04,361:43417134
2024-02-04 21:11:05,374:81293719
2024-02-04 21:11:06,387:14589681
2024-02-04 21:11:07,402:55885754
2024-02-04 21:11:08,415:50397444
2024-02-04 21:11:09,430:38619242
2024-02-04 21:11:10,446:62421552
2024-02-04 21:11:11,460:93476868
2024-02-04 21:11:12,472:83426615
2024-02-04 21:11:13,476:80065943
2024-02-04 21:11:14,486:73442807
2024-02-04 21:11:15,500:96266493
2024-02-04 21:11:16,501:18842344
2024-02-04 21:11:17,515:51070610
2024-02-04 21:11:18,530:35718982
2024-02-04 21:11:19,544:40567815
2024-02-04 21:11:20,560:19454113
2024-02-04 21:11:21,571:56886550
2024-02-04 21:11:22,583:79139640
2024-02-04 21:11:23,600:66682412
2024-02-04 21:11:24,612:11403012
2024-02-04 21:11:25,614:11574052
2024-02-04 21:11:26,629:39585647
2024-02-04 21:11:27,642:61470639
2024-02-04 21:11:28,657:19765268
2024-02-04 21:11:29,657:74338254
2024-02-04 21:11:30,673:48849093
2024-02-04 21:11:31,688:30214358
2024-02-04 21:11:32,692:71365063
2024-02-04 21:11:33,706:41578282
2024-02-04 21:11:34,706:33370386
2024-02-04 21:11:35,719:33925779
2024-02-04 21:11:36,733:52199915
2024-02-04 21:11:37,746:71918950
2024-02-04 21:11:38,747:54370750
2024-02-04 21:11:39,761:53046839
2024-02-04 21:11:40,763:27275419
2024-02-04 21:11:41,774:35130283
2024-02-04 21:11:42,786:96377279
2024-02-04 21:11:43,800:63331586
2024-02-04 21:11:44,801:20232579
2024-02-04 21:11:45,812:10170337
2024-02-04 21:11:46,827:23522769
2024-02-04 21:11:47,842:59189187
2024-02-04 21:11:48,844:89607629
2024-02-04 21:11:49,856:33639033
2024-02-04 21:11:50,856:27778301
2024-02-04 21:11:51,857:95224257
2024-02-04 21:11:52,871:86838832
2024-02-04 21:11:53,886:34634901
2024-02-04 21:11:54,887:88750860
2024-02-04 21:11:55,901:31904497
2024-02-04 21:11:56,917:14715643
2024-02-04 21:11:57,926:14072081
2024-02-04 21:11:58,941:43555195
2024-02-04 21:11:59,942:70246966
2024-02-04 21:12:00,950:98017013
2024-02-04 21:12:01,951:68275169
2024-02-04 21:12:02,956:32392671
2024-02-04 21:12:03,970:96091759
2024-02-04 21:12:04,971:93629178
2024-02-04 21:12:05,984:31562458
2024-02-04 21:12:06,989:21782880
2024-02-04 21:12:07,992:29794472
2024-02-04 21:12:09,005:70941644
2024-02-04 21:12:10,020:43512481
2024-02-04 21:12:11,024:53331231
2024-02-04 21:12:12,039:64319674
2024-02-04 21:12:13,040:60038712
2024-02-04 21:12:14,055:61845812
2024-02-04 21:12:15,068:10648844
2024-02-04 21:12:16,069:28586922
2024-02-04 21:12:17,084:10952981
2024-02-04 21:12:18,098:22839303
2024-02-04 21:12:19,113:74064665
2024-02-04 21:12:20,128:59126433
2024-02-04 21:12:21,143:27179304
2024-02-04 21:12:22,157:26286362
2024-02-04 21:12:23,171:87012419
2024-02-04 21:12:24,186:63319632
2024-02-04 21:12:25,201:91795879
2024-02-04 21:12:26,216:89049305
2024-02-04 21:12:27,218:97220120
2024-02-04 21:12:28,220:56379579
2024-02-04 21:12:29,222:79377702
2024-02-04 21:12:30,227:31514420
2024-02-04 21:12:31,242:70232799
2024-02-04 21:12:32,257:96410820
2024-02-04 21:12:33,272:94952698
2024-02-04 21:12:34,286:27977859
2024-02-04 21:12:35,286:21829336
2024-02-04 21:12:36,286:70662186
2024-02-04 21:12:37,301:23313363
2024-02-04 21:12:38,315:17466703
2024-02-04 21:12:39,330:79584219
2024-02-04 21:12:40,345:51591616
2024-02-04 21:12:41,349:22831097
2024-02-04 21:12:42,363:45049864
2024-02-04 21:12:43,377:77457389
2024-02-04 21:12:44,380:79996765
2024-02-04 21:12:45,392:87526914
2024-02-04 21:12:46,392:72709374
2024-02-04 21:12:47,395:12381826
2024-02-04 21:12:48,410:33360078
2024-02-04 21:12:49,423:22814293
2024-02-04 21:12:50,438:36997887
2024-02-04 21:12:51,451:70446508
2024-02-04 21:12:52,454:58765122
2024-02-04 21:12:53,455:22587030
2024-02-04 21:12:54,458:65892282
2024-02-04 21:12:55,460:45647297
2024-02-04 21:12:56,461:90440733
2024-02-04 21:12:57,470:94749648
2024-02-04 21:12:58,475:28643331
2024-02-04 21:12:59,475:42845445
2024-02-04 21:13:00,478:32873296
2024-02-04 21:13:01,492:28724967
2024-02-04 21:13:02,505:10584517
2024-02-04 21:13:03,520:97051655
2024-02-04 21:13:04,520:16560636
2024-02-04 21:13:05,521:27031977
2024-02-04 21:13:06,523:69195839
2024-02-04 21:13:07,524:56909117
2024-02-04 21:13:08,526:90548681
2024-02-04 21:13:09,539:19892947
2024-02-04 21:13:10,554:70745487
2024-02-04 21:13:11,554:44610371
2024-02-04 21:13:12,568:40247264
2024-02-04 21:13:13,583:31064674
2024-02-04 21:13:14,596:22043982
2024-02-04 21:13:15,596:75263477
2024-02-04 21:13:16,612:94061988
2024-02-04 21:13:17,627:51073545
2024-02-04 21:13:18,643:29423572
2024-02-04 21:13:19,654:92672335
2024-02-04 21:13:20,668:85593350
2024-02-04 21:13:21,681:88729000
2024-02-04 21:13:22,695:23400291
2024-02-04 21:13:23,707:96075621
2024-02-04 21:13:24,721:42629001
2024-02-04 21:13:25,737:39529763
2024-02-04 21:13:26,739:76958490
2024-02-04 21:13:27,753:72458538
2024-02-04 21:13:28,756:63527491
2024-02-04 21:13:29,758:14002235
2024-02-04 21:13:30,759:94397958
2024-02-04 21:13:31,774:22313685
2024-02-04 21:13:32,789:42472162
2024-02-04 21:13:33,790:80656779
2024-02-04 21:13:34,790:46127042
2024-02-04 21:13:35,791:14608887
2024-02-04 21:13:36,803:81863712
2024-02-04 21:13:37,803:24314370
2024-02-04 21:13:38,815:72774807
2024-02-04 21:13:39,817:89218263
2024-02-04 21:13:40,819:93390521
2024-02-04 21:13:41,833:39415142
2024-02-04 21:13:42,835:95079076
2024-02-04 21:13:43,850:27416147
2024-02-04 21:13:44,851:29733381
2024-02-04 21:13:45,865:51312649
2024-02-04 21:13:46,877:58986189
2024-02-04 21:13:47,878:28252375
2024-02-04 21:13:48,893:79089008
2024-02-04 21:13:49,893:85466318
2024-02-04 21:13:50,904:55003372
2024-02-04 21:13:51,904:37529809
2024-02-04 21:13:52,906:42269797
2024-02-04 21:13:53,921:43714088
2024-02-04 21:13:54,935:24741260
2024-02-04 21:13:55,950:90161025
2024-02-04 21:13:56,962:16337847
2024-02-04 21:13:57,964:13945825
2024-02-04 21:13:58,977:10535197
2024-02-04 21:13:59,991:80241376
2024-02-04 21:14:01,007:66888174
2024-02-04 21:14:02,020:24452440
2024-02-04 21:14:03,035:70740904
2024-02-04 21:14:04,039:64758283
2024-02-04 21:14:05,053:32027097
2024-02-04 21:14:06,056:66027921
2024-02-04 21:14:07,057:90999764
2024-02-04 21:14:08,072:96846131
2024-02-04 21:14:09,087:92655601
2024-02-04 21:14:10,089:16744288
2024-02-04 21:14:11,100:50506997
2024-02-04 21:14:12,105:18118430
2024-02-04 21:14:13,107:64870961
2024-02-04 21:14:14,110:96536593
2024-02-04 21:14:15,122:96284753
2024-02-04 21:14:16,127:60863727
2024-02-04 21:14:17,140:45870135
2024-02-04 21:14:18,142:50752003
2024-02-04 21:14:19,145:59851704
2024-02-04 21:14:20,161:86274460
2024-02-04 21:14:21,175:84380977
2024-02-04 21:14:22,183:80954223
2024-02-04 21:14:23,184:41316923
2024-02-04 21:14:24,198:23024407
2024-02-04 21:14:25,206:27732447
2024-02-04 21:14:26,221:39366465
2024-02-04 21:14:27,224:55155439
2024-02-04 21:14:28,236:40655301
2024-02-04 21:14:29,251:75939109
2024-02-04 21:14:30,265:74300660
2024-02-04 21:14:31,277:99110652
2024-02-04 21:14:32,277:91063962
2024-02-04 21:14:33,278:48396520
2024-02-04 21:14:34,280:22304790
2024-02-04 21:14:35,284:91246760
2024-02-04 21:14:36,289:91271837
2024-02-04 21:14:37,303:51914989
2024-02-04 21:14:38,318:64516718
2024-02-04 21:14:39,320:78164982
2024-02-04 21:14:40,335:89421763
2024-02-04 21:14:41,349:87554149
2024-02-04 21:14:42,350:83801274
2024-02-04 21:14:43,365:26988292
2024-02-04 21:14:44,378:18189807
2024-02-04 21:14:45,392:46878366
2024-02-04 21:14:46,408:63759454
2024-02-04 21:14:47,421:85834298
2024-02-04 21:14:48,435:78977494
2024-02-04 21:14:49,439:79056926
2024-02-04 21:14:50,455:56674036
2024-02-04 21:14:51,468:49896066
2024-02-04 21:14:52,469:39713295
2024-02-04 21:14:53,472:24665776
2024-02-04 21:14:54,485:66544083
2024-02-04 21:14:55,498:61674267
2024-02-04 21:14:56,498:94277771
2024-02-04 21:14:57,503:32854092
2024-02-04 21:14:58,504:97499507
2024-02-04 21:14:59,506:23104846
2024-02-04 21:15:00,521:60516912
2024-02-04 21:15:01,534:69046993
2024-02-04 21:15:02,535:17922841
2024-02-04 21:15:03,549:75819625
2024-02-04 21:15:04,563:89476151
2024-02-04 21:15:05,578:42066612
2024-02-04 21:15:06,592:92846167
2024-02-04 21:15:07,592:33634240
2024-02-04 21:15:08,607:95721537
2024-02-04 21:15:09,618:13348919
2024-02-04 21:15:10,621:38176674
2024-02-04 21:15:11,623:56313724
2024-02-04 21:15:12,625:10177573
2024-02-04 21:15:13,640:78607276
2024-02-04 21:15:14,655:82573809
2024-02-04 21:15:15,670:34111353
2024-02-04 21:15:16,683:53404443
2024-02-04 21:15:17,685:21320297
2024-02-04 21:15:18,702:31905076
2024-02-04 21:15:19,722:19481872
2024-02-04 21:15:20,726:11117026
2024-02-04 21:15:21,726:29049124
2024-02-04 21:15:22,730:59869007
2024-02-04 21:15:23,731:54857434
2024-02-04 21:15:24,734:46751746
2024-02-04 21:15:25,748:28752080
2024-02-04 21:15:26,763:79890160
2024-02-04 21:15:27,778:19075761
2024-02-04 21:15:28,794:14871658
2024-02-04 21:15:29,808:81916422
2024-02-04 21:15:30,822:92279164
2024-02-04 21:15:31,834:72723871
2024-02-04 21:15:32,849:14814507
2024-02-04 21:15:33,864:18321132
2024-02-04 21:15:34,878:13909911
2024-02-04 21:15:35,890:93849985
2024-02-04 21:15:36,901:46843721
2024-02-04 21:15:37,916:25099092
2024-02-04 21:15:38,920:16210230
2024-02-04 21:15:39,933:27775170
2024-02-04 21:15:40,948:45880750
2024-02-04 21:15:41,963:43892870
2024-02-04 21:15:42,975:59323303
2024-02-04 21:15:43,988:42776870
2024-02-04 21:15:45,002:74242201
2024-02-04 21:15:46,003:80931032
2024-02-04 21:15:47,004:64584239
2024-02-04 21:15:48,005:23328468
2024-02-04 21:15:49,018:87603675
2024-02-04 21:15:50,018:36745218
2024-02-04 21:15:51,022:99393021
2024-02-04 21:15:52,024:16316636
2024-02-04 21:15:53,037:51943622
2024-02-04 21:15:54,050:22671909
2024-02-04 21:15:55,051:74668960
2024-02-04 21:15:56,067:80094759
2024-02-04 21:15:57,080:26572938
2024-02-04 21:15:58,081:47152390
2024-02-04 21:15:59,095:21103499
2024-02-04 21:16:00,097:58544685
2024-02-04 21:16:01,110:21720576
2024-02-04 21:16:02,125:95088355
2024-02-04 21:16:03,141:73164002
2024-02-04 21:16:04,156:39636274
2024-02-04 21:16:05,156:48115282
2024-02-04 21:16:06,169:17432483
2024-02-04 21:16:07,170:78280238
2024-02-04 21:16:08,174:67138329
2024-02-04 21:16:09,189:17142005
2024-02-04 21:16:10,202:56471108
2024-02-04 21:16:11,217:67423361
2024-02-04 21:16:12,218:51712977
2024-02-04 21:16:13,232:17040319
2024-02-04 21:16:14,233:49597217
2024-02-04 21:16:15,247:40922712
2024-02-04 21:16:16,263:13436965
2024-02-04 21:16:17,278:64385067
2024-02-04 21:16:18,290:55893943
2024-02-04 21:16:19,304:19066324
2024-02-04 21:16:20,306:11527639
2024-02-04 21:16:21,317:90076533
2024-02-04 21:16:22,331:83442984
2024-02-04 21:16:23,347:98392875
2024-02-04 21:16:24,358:31879541
2024-02-04 21:16:25,372:43636379
2024-02-04 21:16:26,385:20298123
2024-02-04 21:16:27,400:83588368
2024-02-04 21:16:28,408:53096922
2024-02-04 21:16:29,422:73263234
2024-02-04 21:16:30,437:10220343
2024-02-04 21:16:31,452:69900457
2024-02-04 21:16:32,466:71682721
2024-02-04 21:16:33,468:62540092
2024-02-04 21:16:34,481:15499894
2024-02-04 21:16:35,496:45948912
2024-02-04 21:16:36,498:14703154
2024-02-04 21:16:37,512:94673184
2024-02-04 21:16:38,527:54727500
2024-02-04 21:16:39,531:41728528
2024-02-04 21:16:40,533:66487209
2024-02-04 21:16:41,536:53408030
2024-02-04 21:16:42,548:94609444
2024-02-04 21:16:43,550:46624795
2024-02-04 21:16:44,556:51872656
2024-02-04 21:16:45,556:24446883
2024-02-04 21:16:46,558:22054650
2024-02-04 21:16:47,559:36178942
2024-02-04 21:16:48,572:55238511
2024-02-04 21:16:49,575:67738430
2024-02-04 21:16:50,577:99595165
2024-02-04 21:16:51,578:94998318
2024-02-04 21:16:52,593:46426443
2024-02-04 21:16:53,607:67189018
2024-02-04 21:16:54,620:42830504
2024-02-04 21:16:55,634:18237903
2024-02-04 21:16:56,635:85323945
2024-02-04 21:16:57,648:32284996
2024-02-04 21:16:58,649:56559191
2024-02-04 21:16:59,663:79946759
2024-02-04 21:17:00,677:75038401
2024-02-04 21:17:01,679:91015331
2024-02-04 21:17:02,694:76760061
2024-02-04 21:17:03,695:38932085
2024-02-04 21:17:04,707:83468052
2024-02-04 21:17:05,707:80636526
2024-02-04 21:17:06,721:80902894
2024-02-04 21:17:07,736:74409244
2024-02-04 21:17:08,751:33001676
2024-02-04 21:17:09,765:99182722
2024-02-04 21:17:10,768:82266401
2024-02-04 21:17:11,779:91336513
2024-02-04 21:17:12,782:97712860
2024-02-04 21:17:13,795:96226951
2024-02-04 21:17:14,805:50533136
2024-02-04 21:17:15,807:95157679
2024-02-04 21:17:16,822:97935453
2024-02-04 21:17:17,836:38387119
2024-02-04 21:17:18,836:25199853
2024-02-04 21:17:19,851:57328585
2024-02-04 21:17:20,861:44339197
2024-02-04 21:17:21,874:27092289
2024-02-04 21:17:22,879:38797012
2024-02-04 21:17:23,879:23794518
2024-02-04 21:17:24,895:44571475
2024-02-04 21:17:25,910:19916673
2024-02-04 21:17:26,925:18226166
2024-02-04 21:17:27,941:65709268
2024-02-04 21:17:28,951:17184720
2024-02-04 21:17:29,954:34032120
2024-02-04 21:17:30,968:45705361
2024-02-04 21:17:31,982:16168412
2024-02-04 21:17:32,996:37154549
2024-02-04 21:17:34,008:57187372
2024-02-04 21:17:35,023:90662037
2024-02-04 21:17:36,036:22027135
2024-02-04 21:17:37,051:13400807
2024-02-04 21:17:38,064:62995474
2024-02-04 21:17:39,066:81487420
2024-02-04 21:17:40,081:52276334
2024-02-04 21:17:41,081:60068810
2024-02-04 21:17:42,095:73047826
2024-02-04 21:17:43,109:91211380
2024-02-04 21:17:44,110:63140248
2024-02-04 21:17:45,123:80096127
2024-02-04 21:17:46,124:43070175
2024-02-04 21:17:47,140:48600657
2024-02-04 21:17:48,155:91583016
2024-02-04 21:17:49,157:54708103
2024-02-04 21:17:50,161:20391263
2024-02-04 21:17:51,162:49225322
2024-02-04 21:17:52,174:49628113
2024-02-04 21:17:53,176:20257651
2024-02-04 21:17:54,178:67273414
2024-02-04 21:17:55,193:27639458
2024-02-04 21:17:56,206:13926337
2024-02-04 21:17:57,216:73702371
2024-02-04 21:17:58,218:70593958
2024-02-04 21:17:59,233:15502496
2024-02-04 21:18:00,244:58322990
2024-02-04 21:18:01,244:43347098
2024-02-04 21:18:02,246:86338821
2024-02-04 21:18:03,250:76299016
2024-02-04 21:18:04,255:20853696
2024-02-04 21:18:05,257:56339975
2024-02-04 21:18:06,269:57376324
2024-02-04 21:18:07,283:73500899
2024-02-04 21:18:08,286:89414763
2024-02-04 21:18:09,288:44996552
2024-02-04 21:18:10,300:86627873
2024-02-04 21:18:11,314:50343334
2024-02-04 21:18:12,318:87864566
2024-02-04 21:18:13,332:55302448
2024-02-04 21:18:14,346:56195574
2024-02-04 21:18:15,348:86377158
2024-02-04 21:18:16,361:63956990
2024-02-04 21:18:17,374:87934213
2024-02-04 21:18:18,375:23668759
2024-02-04 21:18:19,390:15451052
2024-02-04 21:18:20,404:16307195
2024-02-04 21:18:21,407:47500292
2024-02-04 21:18:22,408:66913614
2024-02-04 21:18:23,422:49524094
2024-02-04 21:18:24,436:26673220
2024-02-04 21:18:25,437:71515014
2024-02-04 21:18:26,449:28558099
2024-02-04 21:18:27,451:44236133
